Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Keywords,Technologies,Tags
ImmunityBio,immunitybio.com,Biotechnology Research,"San Diego, California, United States",501-1000,https://www.linkedin.com/company/immunitybio,ImmunityBio is a biotechnology company that focuses on developing novel immunotherapies.,public company,"biotechnology, pharmaceuticals, healthcare, immunotherapy","Mediaelement.Js, Yoast Seo, Wp Engine, Facebook, Bootstrap, Slick, Php, Mailchimp, Mysql, Google Tag Manager, Jquery, Wordpress, Jquery Migrate, Cloudflare, Openssl, Font Awesome, Google Analytics, Hubspot, Matomo, Twitter Emoji (Twemoji), Google Font Api, Apache",""
The Body Shop,thebodyshop.no,Cosmetics,Norway,201-500,https://www.linkedin.com/company/the-body-shop-norge,"The Body Shop is a beauty and cosmetics retailer that focuses on ethical, sustainable and environmentally-friendly personal care products.",privately held,"beauty and cosmetics, personal care, retail, ethical products, sustainability","Polyfill, Google Analytics Enhanced Ecommerce, Underscore.Js, Google Analytics, Visual Website Optimizer, Requirejs, Jquery Ui, Font Awesome, Jquery Migrate, Lua, Bootstrap, Typekit, Openresty, Google Tag Manager, Hotjar, Prototype, Jquery, Swiper Slider, Modernizr, Php, Nginx, Mysql, Magento, Material Design Lite, Google Font Api, Moment.Js, Zurb Foundation, Facebook",""
Amgen,amgen.pt,Biotechnology Research,"Thousand Oaks, California, United States",10001+,https://www.linkedin.com/company/amgen,,public company,,"Amazon Web Services, Iis, Webtrends, Windows Server, Jquery, Microsoft Asp.Net, Sitecore, Modernizr, Zurb Foundation, Google Analytics, Amazon Elb, Gutenberg, Google Tag Manager, Hsts, Slick, Bootstrap",""
Evonik Dr. Straetmans,dr-straetmans.de,Cosmetics,"Hamburg, Germany",51-200,https://www.linkedin.com/company/dr-straetmans-chemische-produkte-gmbh,Evonik Dr. Straetmans is a cosmetics and personal care products supplier offering a wide range of ingredients.,self owned,"cosmetics, personal care products, ingredients supplier, chemicals, skincare, haircare","Nginx, Apache, Google Tag Manager, Vue.Js, Google Analytics, At Internet Analyzer, Matomo",""
Laboratoire Native Italia S.p.A,lierac.it,Cosmetics,"Milan, Italy",51-200,https://www.linkedin.com/company/ales-groupe-italia-spa,,privately held,,"Liveagent, Google Analytics, Google Tag Manager, Node.Js, Vue.Js, Facebook, Google Font Api, Hammer.Js, Nuxt.Js, Jquery, Angularjs, Webpack, Proximis Unified Commerce, Php, Google Cloud, Envoy, Bootstrap",""
Vaxart,vaxart.com,Biotechnology Research,"South San Francisco, California, United States",51-200,https://www.linkedin.com/company/vaxart,Vaxart is a biotechnology company that specializes in developing vaccines.,public company,"pharmaceuticals, biotechnology, vaccines, healthcare","Google Analytics, Wordpress, Php, Mysql, Wp Engine, Cloudflare, Nginx, Modernizr, Font Awesome, Bootstrap, Http/3, Jquery, Yoast Seo, Hsts, Jquery Migrate, Google Tag Manager, Linkedin Ads, Facebook, Google Font Api, Gravity Forms, Lightbox, Twitter Emoji (Twemoji), Zurb Foundation, Youtube",""
Veloxis Pharmaceuticals,veloxis.com,Biotechnology Research,"Cary, North Carolina, United States",51-200,https://www.linkedin.com/company/veloxis-pharmaceuticals,Veloxis Pharmaceuticals is a pharmaceutical company that specializes in drug development and medical research.,public company,"pharmaceuticals, biotechnology, healthcare, drug development, medical research","Bootstrap, Recaptcha, Plesk, Jsdelivr, Microsoft Ajax Content Delivery Network, Hsts, Jquery Cdn, Jquery Ui, Google Analytics, Google Tag Manager, Jquery, Google Font Api, Font Awesome, Zurb Foundation, Php, Yoast Seo, Wordpress, Twitter Emoji (Twemoji), Mysql, Jquery Migrate, Apache",""
IDvet,id-vet.com,Biotechnology Research,France,51-200,https://www.linkedin.com/company/id.vet,"IDvet is a veterinary diagnostics company that specializes in the control of infectious diseases in farm animals, offering ELISA, PCR, and rapid tests for the animal health sector.",,"veterinary diagnostics, infectious diseases control, farm animals health, elisa tests, pcr tests, rapid tests, animal health sector","Php, Wordpress Super Cache, Jquery Migrate, Google Tag Manager, Recaptcha, Wordpress, Apache, Mysql, Jquery, Google Font Api, Google Analytics, Yoast Seo",""
Sumitovant Biopharma,sumitovant.com,Biotechnology Research,"New York City, New York, United States",201-500,https://www.linkedin.com/company/sumitovant,Sumitovant Biopharma is a biopharmaceutical company that focuses on developing innovative healthcare solutions and conducting clinical trials.,privately held,"biopharmaceuticals, pharmaceuticals, healthcare, life sciences, clinical trials","Google Analytics, Google Tag Manager, Wordpress, Google Font Api, Php, Mysql, Apache, Jquery, Bootstrap, Yoast Seo, Gsap, Twitter Emoji (Twemoji), Nginx, Jquery Migrate",""
FibroGen,fibrogen.com,Biotechnology Research,"San Francisco, California, United States",201-500,https://www.linkedin.com/company/fibrogen,FibroGen is a biotechnology company that focuses on innovative medicines for the treatment of serious unmet medical needs.,public company,"biotechnology, pharmaceuticals, healthcare, medical research","Recaptcha, Nginx, Jquery, Google Font Api, Lodash, React, Mysql, Php, Wordpress, Wix, Google Tag Manager, Jquery Migrate, Yoast Seo, Polyfill, Font Awesome",""
ChinaPeptides,chinapeptides.com,Biotechnology Research,China,51-200,https://www.linkedin.com/company/chinapeptides,"Chinapeptides is a biochemical technology company that specializes in peptide synthesis, antibody preparation, and protein expression.",self owned,"peptide synthesis, antibody preparation, protein expression, biochemical technology","Fancybox, Microsoft Asp.Net, Jquery, Windows Server, Google Analytics, Google Tag Manager, Iis, Modernizr",""
FMS Inc.,fms-inc.com,Biotechnology Research,"Billerica, Massachusetts, United States",51-200,https://www.linkedin.com/company/fluidmanagementsystems,FMS is a manufacturer of analytical instruments used by scientists for sample preparation and chemical analysis.,privately held,"analytical instruments, sample preparation, extraction, fractionation, chemical analysis, scientific instruments","Revslider, Owl Carousel, Animate.Css, Youtube, Recaptcha, Modernizr, Php, Font Awesome, Wordpress, Nginx, Google Analytics, Jquery, Google Font Api, Mysql, Jquery Migrate, Twitter Emoji (Twemoji), Google Tag Manager, Prettyphoto, Gsap, Incapsula, Jquery Ui, Yoast Seo",""
Microbix,microbix.com,Biotechnology Research,"Mississauga, Canada",51-200,https://www.linkedin.com/company/microbix,Microbix is a biotechnology company that specializes in developing biological products for the life sciences and pharmaceutical industries.,public company,"biotechnology, life sciences, pharmaceuticals, medical research","Php, Jquery Migrate, Wordpress, Shopify, Nginx, Recaptcha, Facebook, Slick, Cloudflare, Bootstrap, Yoast Seo, Modernizr, Handlebars, Font Awesome, Google Font Api, Jquery, Google Maps, All In One Seo Pack, Http/3, Wp Engine, Forte, Cloudflare Bot Management, Mysql, Twitter Emoji (Twemoji), Woocommerce, Lodash, Google Analytics, Jquery Ui, Google Tag Manager",""
Vytelle,vytelle.com,Biotechnology Research,"Lenexa, Kansas, United States",51-200,https://www.linkedin.com/company/vytelle,Vytelle is a livestock reproduction company that offers innovative solutions for improving livestock genetics through animal biotechnology.,privately held,"livestock reproduction, animal biotechnology, agricultural technology, livestock genetics","Wordpress, Yoast Seo, Jquery, Mysql, Php, Chart.Js, Cloudflare, Http/3, Hubspot, Wp Engine, Recaptcha, Jquery Migrate, Google Analytics, Typekit, Moment.Js, Twitter Emoji (Twemoji), Youtube, Swiper Slider, Google Maps, Revslider, Elementor, Google Tag Manager, Flywheel, Underscore.Js, Nginx, Modernizr, Google Font Api, Slick, Lightbox, Font Awesome, Gravity Forms, Jquery Ui",""
Shanghai Institutes for Biological Sciences,sibs.ac.cn,Biotechnology Research,"Shanghai, China",1001-5000,https://www.linkedin.com/company/shanghai-institute-of-biological-sciences,Shanghai Institutes for Biological Sciences is an academic institution that conducts research in the field of biological sciences.,educational,"biological sciences, research, academic institution, life sciences","",""
Cogent Biosciences,cogentbio.com,Biotechnology Research,"Waltham, Massachusetts, United States",51-200,https://www.linkedin.com/company/cogentbiosciences,Cogent Biosciences is a biotechnology company that focuses on developing genetic therapies for various diseases.,public company,"biotechnology, life sciences, biopharmaceuticals, drug development, genetic therapies","Google Analytics, Webflow, Yoast Seo, Handlebars, Mysql, Wordpress, Wp Engine, Moment.Js, Appier, Php, Elementor, Facebook, Font Awesome, Swiper Slider, Twitter Emoji (Twemoji), Jquery Migrate, Jquery Ui, Lua, Openresty, Jquery, Google Tag Manager, Google Font Api, Nginx",""
Genesis Biotechnology Group,genesisbiotechgroup.com,Biotechnology Research,"United States, New Jersey",501-1000,https://www.linkedin.com/company/genesis-biotechnology-group,Genesis Biotechgroup is a biotechnology company that specializes in innovative healthcare solutions through research and development.,privately held,"biotechnology, life sciences, research and development, innovative healthcare solutions","Google Tag Manager, Jquery, Google Analytics, Php, Apache, Wordpress, Mysql, Http/3, Sucuri",""
Mirus Bio,mirusbio.com,Biotechnology Research,"Madison, Wisconsin, United States",51-200,https://www.linkedin.com/company/mirus-bio-llc,Mirus Bio is a biotechnology company that specializes in providing advanced transfection reagents for the life sciences and molecular biology fields.,public company,"biotechnology, life sciences, molecular biology, transfection reagents","Pardot, Microsoft Asp.Net, Iis, Typekit, Windows Server, Datatables, Google Analytics, Litespeed Cache, Http/3, Litespeed Cache, Woocommerce, Mysql, Jquery, Jquery Migrate, Php, Slick, Elementor, Underscore.Js, Litespeed, Wordpress, Recaptcha, Google Tag Manager",""
Avantor,avantorinc.com,Biotechnology Research,"United States, Pennsylvania",10001+,https://www.linkedin.com/company/avantorinc,Avantor is a provider of life sciences and healthcare products with a focus on laboratory supplies for scientific research.,public company,"life sciences, healthcare, biotechnology, scientific research, laboratory supplies","Slick, Google Tag Manager, Google Analytics, Jquery Ui, Bootstrap, Oracle Commerce, F5 Bigip, Pardot, Fancybox, New Relic, Hotjar, Jquery, Cloudflare",""
CD Genomics,cd-genomics.com,Biotechnology Research,"Shirley, New York, United States",51-200,https://www.linkedin.com/company/cd-genomics,CD Genomics is a genomics company that offers high quality Next Generation Sequencing and high throughput microarray services.,privately held,"genomics, next generation sequencing, microarray services, research, ngs instruments","Google Analytics, Google Tag Manager, Wordpress Super Cache, Wordpress, Jquery, Mysql, Php, Ionicons, Recaptcha, Iis, Windows Server, Owl Carousel, Microsoft Asp.Net, Bootstrap",""
IASP Berlin,iasp-berlin.de,Biotechnology Research,Belgium,51-200,https://www.linkedin.com/company/institut-f%c3%bcr-agrar-und-stadt%c3%b6kologische-projekte-iasp,,educational,,"Cloudflare, Jquery, Webflow, Google Font Api, Jquery Pjax, Openresty, Lua, Nginx",""
MindMed,mindmed.co,Biotechnology Research,"New York City, New York, United States",51-200,https://www.linkedin.com/company/mindmedco,"MindMed is a biopharmaceutical company that specializes in developing novel treatments for brain health disorders, with a focus on psychiatry, addiction, pain, and neurology.",public company,"biopharmaceutical, clinical-stage, brain health, psychiatry, addiction, pain management, neurology, treatments","Wp Engine, Google Font Api, Jquery, Php, Nginx, Webflow, Mysql, Lua, Wordpress, Facebook, Yoast Seo, Cloudflare, Openresty, Google Tag Manager, Google Analytics, Amcharts, Gsap",""
Metrum Research Group,metrumrg.com,Biotechnology Research,"Boston, Massachusetts, United States",51-200,https://www.linkedin.com/company/metrum-research-group,Metrum Research Group is a pharmaceutical research company that specializes in modeling and simulation for drug development.,privately held,"pharmaceutical research, drug development, modeling and simulation, clinical trials, biotechnology","Mysql, Pantheon, Varnish, Nginx, Mariadb, Wordpress, Php, Twitter Emoji (Twemoji), Fastly, Google Tag Manager, Bootstrap, Jquery, Matomo, Jquery Migrate, Hubspot, Yoast Seo, Hsts, Google Analytics",""
Sail Biomedicines,sail.bio,Biotechnology Research,"Somerville, Massachusetts, United States",51-200,https://www.linkedin.com/company/sail-biomedicines,Sail Biomedicines is a biotechnology company that harnesses evolution and AI to develop life-changing programmable medicines.,privately held,"biotechnology, bioinformatics, pharmaceuticals, ai in medicine","Jquery Cdn, Http/3, Cloudflare, Jquery, Hsts, Cloudflare Bot Management",""
Computercraft,computercraft-usa.com,Biotechnology Research,"1017 12th Street, 20005, Washington, District of Columbia, United States",51-200,https://www.linkedin.com/company/computercraft,"Computercraft is a bioinformatics company that provides user-friendly access to genetic sequence, genomic, chemical, and scientific information.",privately held,"bioinformatics, genomics, scientific information, data analysis, research and development","Jquery, Bootstrap, Google Tag Manager, Jquery Migrate, Php, Google Font Api, Mysql, Nginx, Twitter Emoji (Twemoji), Wordpress, Yoast Seo, Google Analytics, Jquery Ui",""
